Name,Code,E,N,Z,RMS_x,RMS_y,RMS_h,Solution,PDOP,Antenna name,Antenna measure type,Antenna height,Start time,End time
878,tn,396302.991,7411845.714,490.285,0.002,0.002,0.007,fixed,1.759,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:57:53,2025/06/28 15:57:55
879,tn,396308.871,7411851.51,490.4,0.002,0.002,0.009,fixed,1.862,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:58:00,2025/06/28 15:58:02
880,tn,396314.059,7411858.625,490.983,0.007,0.007,0.025,fixed,1.963,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:58:07,2025/06/28 15:58:09
881,tn,396318.414,7411866.2,491.292,0.004,0.004,0.013,fixed,1.759,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:58:14,2025/06/28 15:58:16
882,tn,396322.991,7411873.191,491.872,0.002,0.002,0.008,fixed,1.759,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:58:21,2025/06/28 15:58:23
883,tn,396327.579,7411880.203,492.235,0.004,0.004,0.013,fixed,1.73,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:58:28,2025/06/28 15:58:30
884,tn,396332.275,7411887.507,492.813,0.002,0.002,0.006,fixed,1.73,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:58:35,2025/06/28 15:58:37
885,tn,396337.171,7411894.771,493.693,0.003,0.003,0.01,fixed,1.729,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:58:42,2025/06/28 15:58:44
886,tn,396341.885,7411902.299,493.912,0.004,0.004,0.013,fixed,1.729,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:58:50,2025/06/28 15:58:52
887,tn,396346.532,7411909.418,494.409,0.001,0.001,0.003,fixed,1.729,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:58:57,2025/06/28 15:58:59
888,tn,396351.117,7411916.807,495.469,0.002,0.002,0.008,fixed,1.728,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:59:05,2025/06/28 15:59:07
889,tn,396355.605,7411923.546,495.756,0.002,0.002,0.006,fixed,1.728,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:59:12,2025/06/28 15:59:14
890,tn,396360.076,7411930.692,496.711,0.002,0.002,0.007,fixed,1.728,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:59:19,2025/06/28 15:59:21
891,tn,396364.875,7411937.732,497.093,0.002,0.002,0.007,fixed,1.727,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:59:27,2025/06/28 15:59:29
892,tn,396369.568,7411945.242,497.702,0.002,0.002,0.008,fixed,1.727,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:59:35,2025/06/28 15:59:37
893,tn,396374.007,7411952.044,498.21,0.002,0.002,0.008,fixed,1.726,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:59:42,2025/06/28 15:59:44
894,tn,396378.584,7411958.881,498.879,0.002,0.002,0.008,fixed,1.726,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:59:49,2025/06/28 15:59:51
895,tn,396383.048,7411965.77,499.43,0.001,0.001,0.005,fixed,1.726,T300(NGS),Bottom of receiver,2.5,2025/06/28 15:59:56,2025/06/28 15:59:58
896,tn,396387.535,7411972.9,499.839,0.001,0.001,0.004,fixed,1.725,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:00:03,2025/06/28 16:00:05
897,tn,396392.03,7411979.591,500.565,0.002,0.002,0.007,fixed,1.725,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:00:11,2025/06/28 16:00:13
898,tn,396396.426,7411986.399,501.056,0.001,0.001,0.005,fixed,1.724,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:00:18,2025/06/28 16:00:20
899,tn,396400.954,7411993.496,501.632,0.002,0.002,0.005,fixed,1.724,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:00:25,2025/06/28 16:00:27
900,tn,396405.316,7412000.243,502.258,0.002,0.002,0.008,fixed,1.724,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:00:32,2025/06/28 16:00:34
901,tn,396409.771,7412007.322,502.719,0.002,0.002,0.006,fixed,1.723,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:00:39,2025/06/28 16:00:41
902,tn,396414.595,7412014.51,503.904,0.003,0.003,0.011,fixed,1.723,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:00:48,2025/06/28 16:00:50
903,tn,396419.321,7412021.959,504.473,0.001,0.001,0.004,fixed,1.722,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:00:56,2025/06/28 16:00:58
904,tn,396424.162,7412029.46,504.938,0.002,0.002,0.006,fixed,1.721,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:01:15,2025/06/28 16:01:17
905,tn,396428.965,7412036.904,505.412,0.002,0.002,0.008,fixed,1.72,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:01:22,2025/06/28 16:01:24
906,tn,396433.932,7412044.437,506.094,0.003,0.003,0.011,fixed,1.72,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:01:30,2025/06/28 16:01:32
907,tn,396438.531,7412051.714,506.844,0.002,0.002,0.006,fixed,1.718,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:01:55,2025/06/28 16:01:57
908,tn,396446.631,7412051.212,507.398,0.002,0.002,0.009,fixed,1.532,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:02:07,2025/06/28 16:02:09
909,tn,396454.84,7412050.559,507.876,0.005,0.005,0.012,fixed,2.495,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:02:22,2025/06/28 16:02:24
910,cerca,396456.755,7412055.343,508.304,0.009,0.009,0.019,fixed,1.945,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:03:12,2025/06/28 16:03:14
912,tn,396456.735,7412072.305,508.945,0.003,0.003,0.008,fixed,1.512,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:04:26,2025/06/28 16:04:28
913,tn,396464.156,7412075.642,509.525,0.002,0.002,0.005,fixed,1.511,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:04:35,2025/06/28 16:04:37
914,tn,396471.643,7412078.972,510.031,0.002,0.002,0.006,fixed,1.511,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:04:42,2025/06/28 16:04:44
915,tn,396478.972,7412082.866,510.721,0.001,0.001,0.003,fixed,1.511,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:04:50,2025/06/28 16:04:52
916,tn,396486.341,7412087.093,511.302,0.001,0.001,0.005,fixed,1.51,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:04:57,2025/06/28 16:04:59
917,tn,396494.055,7412091.976,511.767,0.002,0.002,0.006,fixed,1.51,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:05:05,2025/06/28 16:05:07
918,tn,396500.522,7412096.842,512.305,0.001,0.001,0.005,fixed,1.619,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:05:13,2025/06/28 16:05:15
919,tn,396506.389,7412102.441,512.755,0.001,0.001,0.004,fixed,1.619,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:05:21,2025/06/28 16:05:23
920,tn,396510.899,7412109.436,513.723,0.002,0.002,0.007,fixed,1.509,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:05:30,2025/06/28 16:05:32
921,tn,396515.923,7412116.853,514.024,0.001,0.001,0.003,fixed,1.509,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:05:44,2025/06/28 16:05:46
922,tn,396520.948,7412124.44,514.629,0.002,0.002,0.006,fixed,1.508,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:05:52,2025/06/28 16:05:54
923,tn,396525.752,7412131.793,515.306,0.001,0.001,0.004,fixed,1.508,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:06:00,2025/06/28 16:06:02
924,tn,396530.545,7412139.277,515.886,0.004,0.004,0.011,fixed,1.508,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:06:08,2025/06/28 16:06:10
925,tn,396534.937,7412146.213,516.514,0.001,0.001,0.004,fixed,1.508,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:06:15,2025/06/28 16:06:17
926,tn,396539.708,7412153.891,517.093,0.001,0.001,0.003,fixed,1.507,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:06:23,2025/06/28 16:06:25
927,tn,396543.516,7412161.855,517.595,0.001,0.001,0.003,fixed,1.507,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:06:31,2025/06/28 16:06:33
928,tn,396547.776,7412169.738,518.291,0.002,0.002,0.005,fixed,1.506,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:06:39,2025/06/28 16:06:41
929,tn,396553.063,7412176.371,518.893,0.001,0.001,0.004,fixed,1.506,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:06:47,2025/06/28 16:06:49
930,tn,396558.585,7412182.843,519.437,0.001,0.001,0.004,fixed,1.506,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:06:55,2025/06/28 16:06:57
931,tn,396563.18,7412189.925,520.091,0.001,0.001,0.003,fixed,1.505,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:07:04,2025/06/28 16:07:06
932,tn,396567.902,7412197.28,520.681,0.002,0.002,0.005,fixed,1.505,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:07:12,2025/06/28 16:07:14
933,tn,396572.471,7412204.151,521.264,0.001,0.001,0.003,fixed,1.505,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:07:19,2025/06/28 16:07:21
934,tn,396577.357,7412211.758,521.886,0.001,0.001,0.003,fixed,1.504,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:07:27,2025/06/28 16:07:29
935,tn,396581.882,7412218.721,522.38,0.001,0.001,0.004,fixed,1.504,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:07:34,2025/06/28 16:07:36
936,tn,396586.206,7412225.642,522.922,0.001,0.001,0.004,fixed,1.503,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:07:51,2025/06/28 16:07:53
937,tn,396591.202,7412233.276,523.536,0.002,0.002,0.005,fixed,1.503,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:07:59,2025/06/28 16:08:01
938,tn,396596.155,7412240.57,524.146,0.001,0.001,0.004,fixed,1.503,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:08:06,2025/06/28 16:08:08
939,tn,396600.719,7412247.98,524.768,0.001,0.001,0.005,fixed,1.502,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:08:13,2025/06/28 16:08:15
940,tn,396605.344,7412254.863,525.215,0.002,0.002,0.006,fixed,1.502,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:08:20,2025/06/28 16:08:22
941,tn,396610.034,7412262.283,525.662,0.001,0.001,0.004,fixed,1.501,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:08:28,2025/06/28 16:08:30
942,tn,396614.887,7412269.409,526.21,0.002,0.002,0.006,fixed,1.501,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:08:40,2025/06/28 16:08:42
943,tn,396619.553,7412276.89,526.75,0.001,0.001,0.004,fixed,1.5,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:08:47,2025/06/28 16:08:49
944,tn,396624.277,7412283.957,527.222,0.002,0.002,0.005,fixed,1.5,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:08:54,2025/06/28 16:08:56
945,tn,396628.914,7412291.075,527.82,0.001,0.001,0.004,fixed,1.5,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:09:01,2025/06/28 16:09:03
946,tn,396633.175,7412298.195,528.232,0.001,0.001,0.005,fixed,1.499,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:09:09,2025/06/28 16:09:11
947,tn,396637.932,7412304.852,528.339,0.002,0.002,0.006,fixed,1.499,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:09:18,2025/06/28 16:09:20
949,tn,396848.43,7412267.891,522.961,0.001,0.001,0.002,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:21:37,2025/06/28 16:21:39
950,tn,396840.356,7412265.095,522.755,0.002,0.002,0.003,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:21:48,2025/06/28 16:21:50
951,tn,396832.638,7412262.162,522.623,0.001,0.001,0.003,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:21:57,2025/06/28 16:21:59
952,tn,396824.895,7412259.399,522.93,0.002,0.002,0.004,fixed,1.291,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:22:08,2025/06/28 16:22:10
953,tn,396816.98,7412256.296,522.822,0.001,0.001,0.002,fixed,1.291,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:22:19,2025/06/28 16:22:21
954,tn,396812.045,7412249.86,521.92,0.001,0.001,0.003,fixed,1.29,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:22:29,2025/06/28 16:22:31
955,tn,396807.883,7412242.092,521.433,0.001,0.001,0.002,fixed,1.29,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:22:39,2025/06/28 16:22:41
956,tn,396803.324,7412235.094,521.074,0.002,0.002,0.003,fixed,1.29,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:22:46,2025/06/28 16:22:48
957,tn,396798.665,7412227.736,520.605,0.002,0.002,0.003,fixed,1.289,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:22:53,2025/06/28 16:22:55
958,tn,396794.124,7412220.696,520.276,0.002,0.002,0.003,fixed,1.289,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:23:00,2025/06/28 16:23:02
959,tn,396789.332,7412213.569,519.66,0.002,0.002,0.004,fixed,1.289,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:23:07,2025/06/28 16:23:09
960,tn,396784.861,7412206.409,519.509,0.002,0.002,0.003,fixed,1.288,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:23:14,2025/06/28 16:23:16
961,tn,396780.002,7412199.055,518.879,0.002,0.002,0.003,fixed,1.288,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:23:21,2025/06/28 16:23:23
962,tn,396775.432,7412191.994,518.474,0.003,0.003,0.005,fixed,1.288,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:23:28,2025/06/28 16:23:30
963,tn,396770.73,7412184.517,518.05,0.002,0.002,0.005,fixed,1.288,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:23:36,2025/06/28 16:23:38
964,tn,396766.027,7412177.31,517.629,0.001,0.001,0.003,fixed,1.287,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:23:43,2025/06/28 16:23:45
965,tn,396761.473,7412170.276,517.185,0.002,0.002,0.003,fixed,1.287,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:23:50,2025/06/28 16:23:52
966,tn,396756.8,7412163.046,516.674,0.001,0.001,0.003,fixed,1.286,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:23:57,2025/06/28 16:23:59
967,tn,396752.104,7412155.784,516.152,0.002,0.002,0.003,fixed,1.286,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:24:04,2025/06/28 16:24:06
968,tn,396747.44,7412148.843,515.903,0.001,0.001,0.003,fixed,1.286,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:24:12,2025/06/28 16:24:14
969,tn,396742.737,7412141.253,515.281,0.002,0.002,0.003,fixed,1.285,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:24:20,2025/06/28 16:24:22
970,tn,396738.11,7412134.597,515.02,0.002,0.002,0.003,fixed,1.285,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:24:27,2025/06/28 16:24:29
971,tn,396733.787,7412127.655,514.493,0.002,0.002,0.004,fixed,1.285,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:24:34,2025/06/28 16:24:36
972,tn,396729.025,7412120.113,514.026,0.002,0.002,0.004,fixed,1.284,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:24:42,2025/06/28 16:24:44
973,tn,396724.304,7412112.946,513.679,0.002,0.002,0.004,fixed,1.284,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:24:50,2025/06/28 16:24:52
974,tn,396719.882,7412105.794,513.39,0.002,0.002,0.003,fixed,1.284,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:24:57,2025/06/28 16:24:59
975,tn,396714.751,7412098.975,512.953,0.002,0.002,0.003,fixed,1.283,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:25:04,2025/06/28 16:25:06
976,tn,396709.535,7412092.319,512.517,0.001,0.001,0.002,fixed,1.283,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:25:12,2025/06/28 16:25:14
977,tn,396704.358,7412085.923,511.941,0.001,0.001,0.003,fixed,1.283,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:25:19,2025/06/28 16:25:21
978,tn,396698.409,7412079.378,511.526,0.002,0.002,0.004,fixed,1.282,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:25:26,2025/06/28 16:25:28
979,tn,396693.161,7412073.051,511.009,0.001,0.001,0.003,fixed,1.282,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:25:33,2025/06/28 16:25:35
980,tn,396687.474,7412066.655,510.973,0.001,0.001,0.003,fixed,1.282,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:25:41,2025/06/28 16:25:43
981,tn,396681.741,7412060.118,510.19,0.002,0.002,0.005,fixed,1.325,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:26:13,2025/06/28 16:26:15
982,tn,396676.193,7412053.757,509.69,0.003,0.003,0.005,fixed,1.325,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:26:20,2025/06/28 16:26:22
983,tn,396669.633,7412049.129,509.544,0.002,0.002,0.005,fixed,1.279,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:26:32,2025/06/28 16:26:34
984,tn,396662.444,7412053.51,510.134,0.002,0.002,0.005,fixed,1.278,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:26:44,2025/06/28 16:26:46
985,tn,396656.631,7412059.414,510.933,0.001,0.001,0.003,fixed,1.278,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:26:55,2025/06/28 16:26:57
986,tn,396649.787,7412064.162,511.833,0.002,0.002,0.004,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:27:28,2025/06/28 16:27:30
987,tn,396642.572,7412068.763,511.809,0.002,0.002,0.004,fixed,1.275,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:27:42,2025/06/28 16:27:44
988,tn,396634.439,7412069.869,511.617,0.002,0.002,0.004,fixed,1.41,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:30:01,2025/06/28 16:30:03
989,arvorenativa,396617.68,7412067.642,512.168,0.007,0.007,0.02,fixed,1.869,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:30:49,2025/06/28 16:30:51
991,tn,396628.636,7412059.592,511.428,0.003,0.003,0.005,fixed,1.407,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:31:34,2025/06/28 16:31:36
992,tn,396622.834,7412052.928,510.591,0.003,0.003,0.006,fixed,1.407,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:31:44,2025/06/28 16:31:46
993,tn,396616.254,7412048.118,510.42,0.002,0.002,0.004,fixed,1.407,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:31:52,2025/06/28 16:31:54
994,tn,396609.13,7412044.216,510.145,0.002,0.002,0.004,fixed,1.407,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:32:00,2025/06/28 16:32:02
995,tn,396600.812,7412040.185,509.452,0.003,0.003,0.005,fixed,1.472,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:32:08,2025/06/28 16:32:10
996,tn,396592.599,7412036.624,508.841,0.002,0.002,0.004,fixed,1.406,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:32:16,2025/06/28 16:32:18
997,tn,396584.344,7412032.768,508.57,0.002,0.002,0.004,fixed,1.406,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:32:24,2025/06/28 16:32:26
998,tn,396576.014,7412029.69,508.664,0.002,0.002,0.003,fixed,1.406,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:32:32,2025/06/28 16:32:34
999,tn,396568.182,7412026.999,508.746,0.002,0.002,0.005,fixed,1.406,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:32:40,2025/06/28 16:32:42
1000,tn,396560.27,7412023.97,509.116,0.002,0.002,0.005,fixed,1.405,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:32:57,2025/06/28 16:32:59
1001,tn,396552.548,7412021.035,508.88,0.002,0.002,0.003,fixed,1.405,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:33:04,2025/06/28 16:33:06
1002,tn,396544.609,7412018.197,508.731,0.001,0.001,0.003,fixed,1.405,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:33:12,2025/06/28 16:33:14
1003,tn,396536.006,7412014.648,508.566,0.001,0.001,0.003,fixed,1.404,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:33:20,2025/06/28 16:33:22
1004,tn,396528.164,7412011.812,508.11,0.002,0.002,0.005,fixed,1.404,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:33:27,2025/06/28 16:33:29
1005,tn,396519.885,7412008.637,507.816,0.002,0.002,0.003,fixed,1.404,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:33:34,2025/06/28 16:33:36
1006,tn,396512.425,7412005.067,507.541,0.002,0.002,0.003,fixed,1.404,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:33:41,2025/06/28 16:33:43
1007,tn,396506.51,7411999.066,506.775,0.003,0.003,0.005,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:33:50,2025/06/28 16:33:52
1008,tn,396500.892,7411991.962,506.307,0.002,0.002,0.005,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:33:58,2025/06/28 16:34:00
1009,tn,396496.386,7411984.89,506.086,0.002,0.002,0.004,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:34:05,2025/06/28 16:34:07
1010,tn,396491.662,7411977.396,505.554,0.002,0.002,0.003,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:34:12,2025/06/28 16:34:14
1011,tn,396486.735,7411970.425,504.866,0.002,0.002,0.003,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:34:19,2025/06/28 16:34:21
1012,tn,396480.63,7411964.368,504.804,0.002,0.002,0.004,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:34:26,2025/06/28 16:34:28
1013,tn,396472.611,7411960.869,503.856,0.003,0.003,0.007,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:34:35,2025/06/28 16:34:37
1014,tn,396463.953,7411961.639,503.555,0.002,0.002,0.003,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:34:45,2025/06/28 16:34:47
1015,tn,396456.302,7411965.675,503.95,0.001,0.001,0.003,fixed,1.292,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:34:54,2025/06/28 16:34:56
1016,tn,396464.162,7411961.566,503.58,0.002,0.002,0.005,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:35:27,2025/06/28 16:35:29
1017,tn,396468.096,7411954.352,503.675,0.003,0.003,0.006,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:35:37,2025/06/28 16:35:39
1018,tn,396470.615,7411946.274,503.39,0.002,0.002,0.004,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:35:52,2025/06/28 16:35:54
1019,tn,396467.117,7411938.477,502.818,0.002,0.002,0.003,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:36:00,2025/06/28 16:36:02
1020,tn,396462.183,7411931.864,501.749,0.002,0.002,0.004,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:36:09,2025/06/28 16:36:11
1021,tn,396457.825,7411924.704,501.34,0.005,0.005,0.009,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:36:16,2025/06/28 16:36:18
1022,tn,396453.134,7411917.298,500.59,0.007,0.007,0.014,fixed,1.327,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:36:23,2025/06/28 16:36:25
1023,tn,396448.053,7411909.639,499.883,0.003,0.003,0.005,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:36:31,2025/06/28 16:36:33
1024,tn,396443.307,7411901.976,499.335,0.003,0.003,0.006,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:36:39,2025/06/28 16:36:41
1025,tn,396438.28,7411894.407,498.655,0.008,0.008,0.016,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:36:47,2025/06/28 16:36:49
1026,tn,396433.821,7411887.667,498.17,0.004,0.004,0.009,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:36:54,2025/06/28 16:36:56
1027,tn,396429.251,7411880.509,497.684,0.003,0.003,0.006,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:37:01,2025/06/28 16:37:03
1028,tn,396424.723,7411873.417,496.881,0.005,0.005,0.009,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:37:08,2025/06/28 16:37:10
1029,tn,396419.677,7411865.916,496.268,0.01,0.01,0.018,fixed,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:37:16,2025/06/28 16:37:18
1030,tn,396414.79,7411858.231,495.582,0.008,0.008,0.016,fixed,1.294,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:37:24,2025/06/28 16:37:26
1031,tn,396410.203,7411851.157,495.171,0.012,0.012,0.021,fixed,1.294,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:37:32,2025/06/28 16:37:34
1032,tn,396405.9,7411844.359,494.296,0.012,0.012,0.023,float,1.294,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:37:39,2025/06/28 16:37:41
1033,tn,396401.04,7411836.809,493.98,0.011,0.011,0.02,fixed,1.294,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:38:02,2025/06/28 16:38:04
1034,tn,396396.371,7411829.553,493.01,0.01,0.01,0.018,float,1.294,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:38:10,2025/06/28 16:38:12
1035,tn,396391.659,7411822.151,492.386,0.01,0.01,0.019,fixed,1.294,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:38:18,2025/06/28 16:38:20
1036,tn,396386.889,7411814.733,491.593,0.008,0.008,0.015,fixed,1.294,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:38:26,2025/06/28 16:38:28
1037,tn,396382.459,7411808.058,490.919,0.011,0.011,0.023,fixed,1.294,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:38:36,2025/06/28 16:38:38
1038,tn,396377.68,7411800.798,490.355,0.008,0.008,0.017,float,1.294,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:38:45,2025/06/28 16:38:47
1039,tn,396373.76,7411793.775,490.377,0.014,0.014,0.03,float,1.294,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:38:53,2025/06/28 16:38:55
1040,tn,396367.771,7411786.856,489.395,0.012,0.012,0.028,fixed,1.294,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:39:02,2025/06/28 16:39:04
1041,tn,396360.176,7411782.884,488.552,0.026,0.026,0.06,float,1.293,T300(NGS),Bottom of receiver,2.5,2025/06/28 16:39:12,2025/06/28 16:39:14
